review,sentiment,clean_review,sentiment_label
"Toko Alat Ukur dan Repeater memang oke nih layanannya, responsif dan cepat kirim dengan aman. Produk Drone FPV S89 lumayan untuk santai bermain camera di udara, perlu fine tuning aja untuk posisi stabil, karena bobot ringan, waspada kalo tiupan angin mulai berisik. Drone Tello gw sebelumnya lenyap kebawa angin kencang di perbukitan Sibea-bea bulan lalu. Enjoy playing this cheap drone. Thank you Boss.",Positive,toko alat ukur dan repeater memang oke nih layanannya responsif dan cepat kirim dengan aman produk drone fpv s lumayan untuk santai bermain camera di udara perlu fine tuning aja untuk posisi stabil karena bobot ringan waspada kalo tiupan angin mulai berisik drone tello gw sebelumnya lenyap kebawa angin kencang di perbukitan sibea bea bulan lalu enjoy playing this cheap drone thank you boss,1
"Sangat kecewa sekali. Produk kakinya goyang tidak rata oglek2. Hati2 jika membeli warna putih, karena tidak sesuai difoto produk. Barang yg sampai warna coklat, tapi penjual ngotot meja yg diterima saya itu warna putih sesuai foto dan tidak mau menerima komplain. Saya lihat review beberapa pembeli lainnya juga mengalami hal yg sama seperti saya, dikirimkan warna berbeda dari yang dipesan. Walaupun saya sudah bertanya dulu di msg memastikan sebelum membeli dan menulis pesan sewaktu order, percuma saja.",Negative,sangat kecewa sekali produk kakinya goyang tidak rata oglek hati jika membeli warna putih karena tidak sesuai difoto produk barang yg sampai warna coklat tapi penjual ngotot meja yg diterima saya itu warna putih sesuai foto dan tidak mau menerima komplain saya lihat review beberapa pembeli lainnya juga mengalami hal yg sama seperti saya dikirimkan warna berbeda dari yang dipesan walaupun saya sudah bertanya dulu di msg memastikan sebelum membeli dan menulis pesan sewaktu order percuma saja,0
"Barang nya robek dan penyok2, di chat ke penjualnya malah bilang wajar karna produksi masal. Trus tulisannya pake capslock semua tanpa bilang maaf krna produksi masal ini malah kebablasan capslock. Kan sebelum di kirim harus nya di cek dulu. Mana posisinya kebalik yg bagian dalam diluar, ngebaliknya kan susah kaku.",Negative,barang nya robek dan penyok di chat ke penjualnya malah bilang wajar karna produksi masal trus tulisannya pake capslock semua tanpa bilang maaf krna produksi masal ini malah kebablasan capslock kan sebelum di kirim harus nya di cek dulu mana posisinya kebalik yg bagian dalam diluar ngebaliknya kan susah kaku,0
"Bau parfum Coffeenya kurang enak, untuk alat nya banyak baret2",Negative,bau parfum coffeenya kurang enak untuk alat nya banyak baret,0
"belinya 2 dikirim 1, kurang teliti dalam mengirim pesanan",Negative,belinya dikirim kurang teliti dalam mengirim pesanan,0
Suaranya jernih. Nyaman dipakai lama. Bass-nya mantap.,Positive,suaranya jernih nyaman dipakai lama bass nya mantap,1
"plastiknya cukup tebal, desainnya keliatan cukup kokoh. Langsung dipakai utk zoom. hape stabil. mudah2an awet.",Positive,plastiknya cukup tebal desainnya keliatan cukup kokoh langsung dipakai utk zoom hape stabil mudah an awet,1
mantap dapet harga yg miring. pengiriman sehari kemudian lgsg sampee! packing aman dan rapih. expired juga masih 2023. makasihhh,Positive,mantap dapet harga yg miring pengiriman sehari kemudian lgsg sampee packing aman dan rapih expired juga masih makasihhh,1
Admin super responsif.cartridge berfungsi dengan baik.sayang bgt cuma bisa ngasih 5 bintang,Positive,admin super responsif cartridge berfungsi dengan baik sayang bgt cuma bisa ngasih bintang,1
Material Produk Bagus. Kualitas Produk Bagus. Produk Sesuai. Produk Berfungsi Dengan Baik.,Positive,material produk bagus kualitas produk bagus produk sesuai produk berfungsi dengan baik,1
"barang pecah, dikotak tidak diberi himbauan barang mudah pecah",Negative,barang pecah dikotak tidak diberi himbauan barang mudah pecah,0
"Paketnya udah dibubble wrap tapi tetep aja penyok, syukur dalemnya gpp. Berfungsi dengan baik, tapi entah nggak disemprot aernya rembes ke lantai. untuk Qualitynya oke aja sesuai harga lah.",Positive,paketnya udah dibubble wrap tapi tetep aja penyok syukur dalemnya gpp berfungsi dengan baik tapi entah nggak disemprot aernya rembes ke lantai untuk qualitynya oke aja sesuai harga lah,1
Kualitas bahan sangat baik????. Produk original ??. Berfungsi dengan baik.,Positive,kualitas bahan sangat baik produk original berfungsi dengan baik,1
warnanya kusam ternyata...,Negative,warnanya kusam ternyata,0
pas datang ky bau tape basi ?? ga ky yg sebelumnya pesan. kynya sudah rusak,Negative,pas datang ky bau tape basi ga ky yg sebelumnya pesan kynya sudah rusak,0
"Pesan 4 box yang disegel plastik hanya 1 buah, yang 3 lain tidak ada segel. Ini apa maksudnya ya kenapa dibedakan seperti ini? Bagaimana higenitas masker ini?",Negative,pesan box yang disegel plastik hanya buah yang lain tidak ada segel ini apa maksudnya ya kenapa dibedakan seperti ini bagaimana higenitas masker ini,0
Not recommend Gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,Negative,not recommend gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,0
Berfungsi dengan baik di korea,Positive,berfungsi dengan baik di korea,1
"Pesen hari selasa malem, nyampe rumah rabu sore.. kamis masih aman, jumat pagi di minum udh asem.. padahal masih banyak.. jadi kecewa :(",Negative,pesen hari selasa malem nyampe rumah rabu sore kamis masih aman jumat pagi di minum udh asem padahal masih banyak jadi kecewa,0
Puas dengan barangnya,Positive,puas dengan barangnya,1
"utk pencil alis nya yg matic sampai di tempat patah, free kaca ny pecah",Negative,utk pencil alis nya yg matic sampai di tempat patah free kaca ny pecah,0
ini si bukan mobil hotwheels. nggak sesuai sama iklan. mengecewakan,Negative,ini si bukan mobil hotwheels nggak sesuai sama iklan mengecewakan,0
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Positive,wae keren alatnya berasa jadi pengrajin rokok matap seler ramah pros s cepat pengiriman juga cepat,1
"Barang sudah diterima, sudah dites dan berfungsi dg baik + mantaaaaap..... recomended seller",Positive,barang sudah diterima sudah dites dan berfungsi dg baik mantaaaaap recomended seller,1
"Barang sudah di trima dgn baik dan rapi, suara nya oke... Thanks",Positive,barang sudah di trima dgn baik dan rapi suara nya oke thanks,1
"barang yg dikirim ternyata cacat produk, sisi yg satunya lepasan tdk ada ukuran/pengait nya,",Negative,barang yg dikirim ternyata cacat produk sisi yg satunya lepasan tdk ada ukuran pengait nya,0
biasa aja..harga lebih mahal dri toko sebelah,Negative,biasa aja harga lebih mahal dri toko sebelah,0
barang tidak berfungsi sama sekali...seperti membeli barang rusak,Negative,barang tidak berfungsi sama sekali seperti membeli barang rusak,0
"produk bagus, kualitas OK, kuat, dan pengiriman cepat, packing aman",Positive,produk bagus kualitas ok kuat dan pengiriman cepat packing aman,1
"cukup sekali aja beli disini.. barang baru dikirim setelah 3 hari order, di chat gak direspon, packaging terkesan asal.. cukup tau aja..",Negative,cukup sekali aja beli disini barang baru dikirim setelah hari order di chat gak direspon packaging terkesan asal cukup tau aja,0
MANTAPPPPP,Positive,mantappppp,1
mantappppp,Positive,mantappppp,1
"barang bagus, meskipun agak panas",Positive,barang bagus meskipun agak panas,1
barang sudah sampai tapi tidak sesuai sample,Negative,barang sudah sampai tapi tidak sesuai sample,0
Barang diterima sesuai pesanan,Positive,barang diterima sesuai pesanan,1
"Kurang suka wangi lemon grass, terasa panas saat terhirup",Negative,kurang suka wangi lemon grass terasa panas saat terhirup,0
"udh kecil diisi ga full + banjir minyak. jdi kira2 isi nya stgh lbh dkit dr tempat kecilnya. ga lbh dr 3 sendok makan. maaf, ga worth utk hrg segini.",Negative,udh kecil diisi ga full banjir minyak jdi kira isi nya stgh lbh dkit dr tempat kecilnya ga lbh dr sendok makan maaf ga worth utk hrg segini,0
Dapet 1 bolong. Pelayanan gak ramah. Udh tau salah gak ada kata maaf. Pesen yg smpe hari ini. Di kirim malah bsk dgn alesan ngbodohin customer. Pdhl beli dsni udh berkali2 tp 2 kali pembelian terakhir selalu ngaret. Klo salah ya minta maaf bukan malah boong. Paket jg di kirim berantakan asal masukin. Jangan sombong mentang2 udh bnyk yg beli. Inget tanpa customer anda bukan siapa2.,Negative,dapet bolong pelayanan gak ramah udh tau salah gak ada kata maaf pesen yg smpe hari ini di kirim malah bsk dgn alesan ngbodohin customer pdhl beli dsni udh berkali tp kali pembelian terakhir selalu ngaret klo salah ya minta maaf bukan malah boong paket jg di kirim berantakan asal masukin jangan sombong mentang udh bnyk yg beli inget tanpa customer anda bukan siapa,0
"kemasan rapih,pengiriman cepat,semoga cocok",Positive,kemasan rapih pengiriman cepat semoga cocok,1
"Packingnya sangat jelek, barang yg diterima kotaknya sudah peot peot, karena rencananya barang ini untuk hadiah.",Negative,packingnya sangat jelek barang yg diterima kotaknya sudah peot peot karena rencananya barang ini untuk hadiah,0
Kualitasnya di luar ekspektasi,Negative,kualitasnya di luar ekspektasi,0
"kesel ama durasi pengirimannya doang, overall barangnya bagus kok",Positive,kesel ama durasi pengirimannya doang overall barangnya bagus kok,1
"Saya kira bukunya gede ternyata kecil,selain kecil tidak tebal juga.untuk packing lebih di tingkatkan lagi karena bukunya ujungnya basah.selebihnya termasuk respons bagus ..",Positive,saya kira bukunya gede ternyata kecil selain kecil tidak tebal juga untuk packing lebih di tingkatkan lagi karena bukunya ujungnya basah selebihnya termasuk respons bagus,1
"kesekian kalinya order disini, gingseng nya ckup membantu untuk menaikkan imun tubuh dalam kondisi saat ini, selain bisa digunakan untuk soup ayam ,bisa juga direbus dan diminum air rebusannya, thank you?????????????",Positive,kesekian kalinya order disini gingseng nya ckup membantu untuk menaikkan imun tubuh dalam kondisi saat ini selain bisa digunakan untuk soup ayam bisa juga direbus dan diminum air rebusannya thank you,1
"Luarbiasaaa.. udh 2x beli di toko ini.. Penjualnya ngerti kebutuhan sy butuh Urgent, hari Minggu tetap dihandle pdhl hrsnya libur dan pake Sameday tp nyampenya ekspress dari JakSel - Bekasi... Puji Tuhan !!! Thanks so much Seller dan Kurir Sameday, Gbu ????????????",Positive,luarbiasaaa udh x beli di toko ini penjualnya ngerti kebutuhan sy butuh urgent hari minggu tetap dihandle pdhl hrsnya libur dan pake sameday tp nyampenya ekspress dari jaksel bekasi puji tuhan thanks so much seller dan kurir sameday gbu,1
suaranya tetep ae kecil ??,Negative,suaranya tetep ae kecil,0
"selalu pilih daily masker onemed, tapi packing dan pengiriman harus lebih dipercepat lagi. top pokoknya. terimakasih",Positive,selalu pilih daily masker onemed tapi packing dan pengiriman harus lebih dipercepat lagi top pokoknya terimakasih,1
barang ny bagus. tp kirim ny lama serasa po. pdhal ikut 12 12. baru dkirim tggl 24.. kecewa..,Negative,barang ny bagus tp kirim ny lama serasa po pdhal ikut baru dkirim tggl kecewa,0
"Jelas2 udah pilih varian biru, dan di catatan juga ditulis �warna biru�.. eeehh.. kok ya tanpa konfirmasi dikirim warna putih. Ya sudah lah. Males komplen.. ??",Negative,jelas udah pilih varian biru dan di catatan juga ditulis warna biru eeehh kok ya tanpa konfirmasi dikirim warna putih ya sudah lah males komplen,0
"barang tidak sesuai , tidak transfaran dan tidak menyala",Negative,barang tidak sesuai tidak transfaran dan tidak menyala,0
Fast response. Produk bagus sesuai pesanan. Pengiriman cepat 1hr,Positive,fast response produk bagus sesuai pesanan pengiriman cepat hr,1
tidak berfungsi. mau retur tapi berat di ongkir. mungkin kedepannya boleh di test terlebih dahulu sebelum kirim,Negative,tidak berfungsi mau retur tapi berat di ongkir mungkin kedepannya boleh di test terlebih dahulu sebelum kirim,0
Harga di struk yang dimasukkan di kotaknya beda dengan harga yang ditampilkan di tokopedia. Kok bisa harganya lebih mahal ya? Di struk beda jauh harganya,Negative,harga di struk yang dimasukkan di kotaknya beda dengan harga yang ditampilkan di tokopedia kok bisa harganya lebih mahal ya di struk beda jauh harganya,0
"seller komunikatif, pengerjaan cepat. udh repeat order",Positive,seller komunikatif pengerjaan cepat udh repeat order,1
"Barang bagus, pengiriman juga cepat. Cuma minus di packaging nya kurang rapi (cuma pakai plastik. Tapi rekomen sih buat harga segini.",Positive,barang bagus pengiriman juga cepat cuma minus di packaging nya kurang rapi cuma pakai plastik tapi rekomen sih buat harga segini,1
sleeping bag nya not recomend tipis banget??,Negative,sleeping bag nya not recomend tipis banget,0
"produk murah, sampai dengan selamat, dan wrapnya tebel. biar bintang yg bicara.",Positive,produk murah sampai dengan selamat dan wrapnya tebel biar bintang yg bicara,1
"udh 2x beli disini, seperti biasa pelayanannya puas banget, ???? bakal jadi pelanggan setia sepertinya wkwk",Positive,udh x beli disini seperti biasa pelayanannya puas banget bakal jadi pelanggan setia sepertinya wkwk,1
sesuai pesanan. bahan nyaman dipakai.penjual fast respon. packing juga rapiii...,Positive,sesuai pesanan bahan nyaman dipakai penjual fast respon packing juga rapiii,1
"Pelayanan yg sangat buruk. Saya pesan dengan menggunakan grab instan jam 10 pagi, baru di antar sekitar jam 1/2 5 sore. Beberapa kali chat, lama sekali respons nya. Sangat tdk profesional melayani konsumen",Negative,pelayanan yg sangat buruk saya pesan dengan menggunakan grab instan jam pagi baru di antar sekitar jam sore beberapa kali chat lama sekali respons nya sangat tdk profesional melayani konsumen,0
"Proses kemas/kirim LAMA, seller ditanya hanya jawab MOHON SABAR, MOHON TUNGGU. Tidak kasih kepastian kapan kirim. Hrs nya dijawab BISA / TIDAK. End up barang di pickup sendiri ke gudang kurir krn perlu.",Negative,proses kemas kirim lama seller ditanya hanya jawab mohon sabar mohon tunggu tidak kasih kepastian kapan kirim hrs nya dijawab bisa tidak end up barang di pickup sendiri ke gudang kurir krn perlu,0
warna ga sesuai.,Negative,warna ga sesuai,0
udah repeat order 3x disini. so far puas ??,Positive,udah repeat order x disini so far puas,1
Ngaco banget pesen mouse tapi gak lengkap. Gak ada penutup batre sama bluetoothnya,Negative,ngaco banget pesen mouse tapi gak lengkap gak ada penutup batre sama bluetoothnya,0
"AMAZING!! Respon seller cepat. Barang ori seperti di foto dan sesuai deskripsi. Proses pengiriman kilat banget.. Thank you yaa kak, sukses selalu :)",Positive,amazing respon seller cepat barang ori seperti di foto dan sesuai deskripsi proses pengiriman kilat banget thank you yaa kak sukses selalu,1
Barang sesuai pesanan,Positive,barang sesuai pesanan,1
SENDINYA GA SERET SAMA SEKALI !! LOSSSSSS GA BISA BUAT JADI STAND !!! MEYESELL BANGET !!!!,Negative,sendinya ga seret sama sekali lossssss ga bisa buat jadi stand meyesell banget,0
ternyata tipis bahannya,Negative,ternyata tipis bahannya,0
"Barang sesuai gambar, packing rapi, pengiriman cepat",Positive,barang sesuai gambar packing rapi pengiriman cepat,1
"Barang sesuai pesanan, packing rapi, pas dicoba ok buat isi ulang dn charge, pengiriman sesuai estimasi..",Positive,barang sesuai pesanan packing rapi pas dicoba ok buat isi ulang dn charge pengiriman sesuai estimasi,1
respon lambat,Negative,respon lambat,0
"saya beli 2 tapi dua�nya gk bisa digunakan di colokan 3 dirumah saya, sudah sy coba di 3 colokan yg berbeda tapi tetap tidak bisa masuk",Negative,saya beli tapi dua nya gk bisa digunakan di colokan dirumah saya sudah sy coba di colokan yg berbeda tapi tetap tidak bisa masuk,0
